objName,objID,projectionID,skyCellID,randomID,objInfoFlag,qualityFlag,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,nStackObjectRows,nStackDetections,nDetections,primaryDetection,bestDetection,gPSFMag,gPSFMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gpsfQf,gpsfQfPerfect,gPSFFlux,gPSFFluxErr,gKronFlux,gKronFluxErr,gKronRad,rPSFMag,rPSFMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rpsfQf,rpsfQfPerfect,rPSFFlux,rPSFFluxErr,rKronFlux,rKronFluxErr,rKronRad,iPSFMag,iPSFMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,ipsfQf,ipsfQfPerfect,iPSFFlux,iPSFFluxErr,iKronFlux,iKronFluxErr,iKronRad,zPSFMag,zPSFMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,zpsfQf,zpsfQfPerfect,zPSFFlux,zPSFFluxErr,zKronFlux,zKronFluxErr,zKronRad,yPSFMag,yPSFMagErr,yKronMag,yKronMagErr,yinfoFlag,yinfoFlag2,yinfoFlag3,ypsfQf,ypsfQfPerfect,yPSFFlux,yPSFFluxErr,yKronFlux,yKronFluxErr,yKronRad,Ang Sep ('),redshift,W1mag,W2mag,W3mag,zDEC,e_W1mag,e_W2mag,e_W3mag,Jmag,e_Jmag
PSO J091013.651+165630.188,128331375568810575,1711,26,0.923679849061817,1343750144,160,137.5568802,16.9417192,0.001,0.001,56030.35943287,-999.000,-999,1,0,1,0,24.037,0.322,-999.000,-999.000,35651585,4,196608,0.998,0.998,8.812e-7,2.836e-7,-999.000,-999.000,-999.000,-999.000,4.597,-999.000,-999.000,35651585,4,196608,0.997,0.997,-6.769e-8,3.112e-7,-999.000,-999.000,-999.000,24.835,1.367,-999.000,-999.000,35651585,4,196608,0.998,0.998,4.225e-7,5.777e-7,-999.000,-999.000,-999.000,-999.000,0.657,-999.000,-999.000,35651585,4,196608,0.997,0.997,-1.278e-6,8.402e-7,-999.000,-999.000,-999.000,20.837,0.148,21.112,0.244,35651585,0,196608,0.999,0.999,1.679e-5,2.486e-6,1.304e-5,3.181e-6,2.077,0.008,6.72,17.525,16.547,12.411,22.05,0.200,NaN,NaN,NaN,NaN
PSO J210219.221-145854.002,90023155798812171,1043,23,0.467779504570905,1343750144,160,315.5800895,-14.9816673,0.001,0.001,55803.27950231,-999.000,-999,1,1,1,0,24.947,1.112,-999.000,-999.000,35651585,4,196608,0.999,0.999,3.812e-7,4.241e-7,-999.000,-999.000,-999.000,-999.000,0.571,-999.000,-999.000,35651585,4,196608,1.000,1.000,-7.022e-7,4.012e-7,-999.000,-999.000,-999.000,-999.000,0.853,-999.000,-999.000,35651585,4,196608,1.000,1.000,-3.109e-7,2.653e-7,-999.000,-999.000,-999.000,-999.000,2.898,-999.000,-999.000,35651585,4,196608,0.999,0.999,-3.233e-7,9.370e-7,-999.000,-999.000,-999.000,20.850,0.139,21.071,0.217,35651585,0,196608,0.997,0.997,1.660e-5,2.310e-6,1.354e-5,2.941e-6,1.983,3.597e-4,6.648,17.589,16.735,11.404,NaN,0.215,0.383,NaN,NaN,NaN
PSO J092347.109+040254.587,112851409462778669,1447,6,0.773098342840651,1375809536,164,140.9462889,4.0484965,0.137,0.137,56629.66388889,-999.000,-999,1,1,1,0,22.750,0.226,-999.000,-999.000,35651585,4,196608,0.999,0.999,2.884e-6,6.527e-7,-999.000,-999.000,-999.000,-999.000,0.535,-999.000,-999.000,35651585,4,196608,0.999,0.999,-6.964e-7,3.728e-7,-999.000,-999.000,-999.000,-999.000,1.208,-999.000,-999.000,35651585,4,196608,0.996,0.993,-1.019e-6,1.231e-6,-999.000,-999.000,-999.000,24.221,0.946,-999.000,-999.000,35651585,4,196608,0.997,0.997,7.440e-7,7.037e-7,-999.000,-999.000,-999.000,20.244,0.081,20.287,0.125,35651585,0,196608,0.997,0.997,2.900e-5,2.356e-6,2.788e-5,3.489e-6,2.183,0.001,6.61,16.36,15.861,11.955,21.85,0.074,0.158,NaN,19.350183,0.130305
PSO J153532.858+194320.251,131662338869087194,1734,96,0.737809753732579,436285440,52,233.8869101,19.7222922,0.118,0.118,55759.33641204,2.713,-999,2,2,1,0,26.133,2.461,-999.000,-999.000,35651585,4,196608,0.999,0.999,1.278e-7,3.146e-7,-999.000,-999.000,-999.000,-999.000,1.865,-999.000,-999.000,35651585,4,196608,0.998,0.998,-1.810e-7,3.376e-7,-999.000,-999.000,-999.000,-999.000,1.740,-999.000,-999.000,35651585,4,196608,0.999,0.999,-2.023e-7,3.521e-7,-999.000,-999.000,-999.000,22.364,0.165,22.819,0.308,35651585,0,196608,0.998,0.998,4.116e-6,6.795e-7,2.708e-6,8.342e-7,1.794,20.403,0.063,20.426,0.097,35651585,0,196608,0.996,0.996,2.504e-5,1.586e-6,2.453e-5,2.370e-6,2.123,0.004,6.4,15.923,15.278,12.584,20.92,0.047,0.081,0.346,18.704868,0.106799
PSO J080305.429+313834.017,145971207725611954,1957,99,0.0360167362131334,1375809536,164,120.7726222,31.6427826,0.127,0.127,56316.52828704,1.327,-999,2,2,0,0,-999.000,0.905,-999.000,-999.000,35651585,4,0,0.999,0.999,-3.980e-7,3.601e-7,-999.000,-999.000,-999.000,27.281,8.323,-999.000,-999.000,35651585,4,0,0.998,0.998,4.443e-8,3.698e-7,-999.000,-999.000,-999.000,-999.000,1.751,-999.000,-999.000,35651585,4,0,0.998,0.998,-2.839e-7,4.972e-7,-999.000,-999.000,-999.000,22.362,0.258,-999.000,-999.000,35651585,4,0,0.998,0.998,4.123e-6,1.063e-6,-999.000,-999.000,-999.000,20.396,0.095,20.949,0.196,35651585,0,0,0.999,0.999,2.521e-5,2.402e-6,1.515e-5,2.974e-6,2.014,0.005,6.377,17.344,16.447,12.053,20.72,0.158,0.281,NaN,19.184364,0.122402
PSO J005006.660+344521.669,149700125277227904,2012,68,0.579644490573224,436527104,52,12.5277528,34.7560194,0.085,0.075,56557.49806713,1.524,-999,2,8,1,1,-999.000,4.564,-999.000,-999.000,35651585,4,196608,0.998,0.998,-7.991e-8,3.647e-7,-999.000,-999.000,-999.000,-999.000,0.648,-999.000,-999.000,35651585,4,196608,0.996,0.996,-4.936e-7,3.198e-7,-999.000,-999.000,-999.000,24.981,1.465,-999.000,-999.000,35651585,4,196608,0.996,0.996,3.696e-7,5.413e-7,-999.000,-999.000,-999.000,21.131,0.068,21.321,0.108,35651585,0,196608,0.997,0.997,1.281e-5,8.701e-7,1.075e-5,1.161e-6,1.924,20.241,0.064,20.488,0.101,35651585,0,196608,0.998,0.998,2.907e-5,1.868e-6,2.317e-5,2.342e-6,1.683,0.016,6.25,16.655,15.791,12.928,NaN,0.071,0.115,NaN,19.050014,0.152978
PSO J035349.738+010404.662,109280584572911888,1337,28,0.307260336640533,436363264,52,58.4572433,1.0679619,0.072,0.036,56428.8387963,1.210,-999,2,5,1,0,-999.000,1.269,-999.000,-999.000,35651585,4,196608,0.999,0.999,-3.424e-7,4.345e-7,-999.000,-999.000,-999.000,24.985,1.058,-999.000,-999.000,35651585,4,196608,0.998,0.998,3.683e-7,3.895e-7,-999.000,-999.000,-999.000,24.764,0.884,-999.000,-999.000,35651585,4,196608,0.997,0.997,4.514e-7,3.992e-7,-999.000,-999.000,-999.000,21.184,0.066,21.149,0.093,35651585,0,196608,0.997,0.997,1.220e-5,8.017e-7,1.260e-5,1.176e-6,2.128,20.652,0.118,20.757,0.153,35651585,0,196608,0.996,0.996,1.992e-5,2.345e-6,1.808e-5,2.775e-6,1.899,0.006,6.049,16.646,16.285,11.92,NaN,0.094,0.241,NaN,19.451029,0.164016
PSO J103027.099+052455.052,114491576129968817,1451,35,0.190711744307272,436527104,52,157.6129134,5.4152924,0.029,0.025,56102.59767361,0.996,-999,2,14,1,1,25.926,2.236,-999.000,-999.000,186646529,655364,196608,0.970,0.970,1.548e-7,3.462e-7,-999.000,-999.000,-999.000,-999.000,34.735,-999.000,-999.000,186646529,655364,196608,0.974,0.974,-1.146e-8,3.981e-7,-999.000,-999.000,-999.000,23.575,0.254,-999.000,-999.000,186646529,655364,196608,0.977,0.977,1.349e-6,3.426e-7,-999.000,-999.000,-999.000,20.207,0.033,20.260,0.050,262144069,655488,196608,0.997,0.997,3.001e-5,9.925e-7,2.857e-5,1.435e-6,2.155,19.924,0.057,20.014,0.093,195035141,655360,196608,0.999,0.999,3.893e-5,2.222e-6,3.585e-5,3.318e-6,2.318,0.002,6.28,16.577,15.571,12.050,19.84,0.090,0.148,NaN,18.852478,0.082638
PSO J104845.065+463718.563,163941621877266852,2254,66,0.43583444825917,436527104,52,162.1877720,46.6218231,0.014,0.022,56168.5240162,0.867,-999,3,17,1,1,25.854,1.824,-999.000,-999.000,35651585,4,196608,0.999,0.999,1.653e-7,3.016e-7,-999.000,-999.000,-999.000,25.533,1.651,-999.000,-999.000,35651585,4,196608,0.998,0.998,2.222e-7,3.669e-7,-999.000,-999.000,-999.000,22.555,0.095,22.381,0.128,35651585,0,196608,0.998,0.998,3.452e-6,3.288e-7,4.050e-6,5.200e-7,2.413,20.083,0.029,20.302,0.048,102760517,128,196608,0.996,0.996,3.363e-5,9.626e-7,2.749e-5,1.316e-6,2.190,19.591,0.055,19.867,0.084,35651585,0,196608,0.998,0.998,5.291e-5,2.928e-6,4.104e-5,3.443e-6,1.965,0.004,6.23,16.349,15.858,12.052,NaN,0.059,0.125,NaN,18.170280,0.063474	
PSO J113717.729+354956.910,150991743238579555,2046,96,0.969946864964391,436527104,52,174.3238741,35.8324752,0.011,0.011,56053.88362269,0.829,-999,3,32,1,1,-999.000,0.755,-999.000,-999.000,35651585,4,196608,0.999,0.999,-4.256e-7,3.215e-7,-999.000,-999.000,-999.000,24.673,0.494,-999.000,-999.000,35651585,4,196608,0.998,0.998,4.907e-7,2.423e-7,-999.000,-999.000,-999.000,22.206,0.076,22.305,0.112,35651585,0,196608,0.999,0.999,4.760e-6,3.633e-7,4.343e-6,4.853e-7,2.208,19.438,0.014,19.604,0.022,102760517,128,196608,0.997,0.997,6.093e-5,8.226e-7,5.229e-5,1.151e-6,2.204,19.426,0.027,19.629,0.044,102760453,128,196608,0.998,0.998,6.160e-5,1.640e-6,5.111e-5,2.252e-6,2.030,0.002,6.01,16.458,15.890,11.931,NaN,0.068,0.142,NaN,18.475428,0.066401
PSO J114816.654+525150.363,171431770692927506,2376,24,0.217779013531077,436527104,52,177.0693950,52.8639899,0.021,0.026,56173.92118056,0.882,-999,3,21,1,1,-999.000,0.723,-999.000,-999.000,35651585,4,196608,0.999,0.999,-5.077e-7,3.672e-7,-999.000,-999.000,-999.000,27.445,8.060,-999.000,-999.000,35651585,4,196608,0.999,0.999,3.819e-8,3.078e-7,-999.000,-999.000,-999.000,22.741,0.113,22.863,0.160,35651585,0,196608,0.999,0.999,2.909e-6,3.282e-7,2.600e-6,4.154e-7,1.970,20.588,0.031,20.802,0.049,102760517,128,196608,0.998,0.998,2.112e-5,6.468e-7,1.735e-5,8.573e-7,1.695,19.106,0.036,19.368,0.057,102760453,128,196608,0.998,0.998,8.270e-5,2.945e-6,6.500e-5,3.712e-6,2.151,8.402e-4,6.43,15.967,15.452,12.558,NaN,0.048,0.084,0.452,18.172209,0.059728
PSO J125051.920+313021.898,145801927163357864,1972,82,0.17185197227807,436527104,52,192.7163365,31.5060828,0.025,0.018,56059.0955787,0.849,-999,2,17,1,1,-999.000,0.454,-999.000,-999.000,35651585,532484,196608,0.978,0.978,-6.414e-7,2.912e-7,-999.000,-999.000,-999.000,25.072,1.023,-999.000,-999.000,186646529,655364,196608,0.980,0.980,3.397e-7,3.474e-7,-999.000,-999.000,-999.000,23.073,0.178,-999.000,-999.000,186646529,655364,196608,0.973,0.973,2.141e-6,3.813e-7,-999.000,-999.000,-999.000,19.914,0.022,20.030,0.033,262144069,524416,196608,0.997,0.997,3.931e-5,8.606e-7,3.531e-5,1.176e-6,2.207,20.295,0.074,20.419,0.102,195035141,655360,196608,0.998,0.998,2.766e-5,2.037e-6,2.469e-5,2.530e-6,2.061,0.003,6.13,16.414,15.375,12.115,19.69,0.066,0.092,NaN,18.923870,0.108044
PSO J131911.297+095051.568,119811997970587692,1550,41,0.862673188431815,436527104,52,199.7970726,9.8476580,0.021,0.018,56193.2340625,0.926,-999,3,22,1,1,-999.000,10.076,-999.000,-999.000,35651585,4,196608,0.999,0.999,-3.096e-8,3.120e-7,-999.000,-999.000,-999.000,-999.000,7.829,-999.000,-999.000,35651585,4,196608,0.999,0.999,-4.360e-8,3.413e-7,-999.000,-999.000,-999.000,22.907,0.140,23.270,0.249,35651585,0,196608,0.998,0.998,2.496e-6,3.501e-7,1.787e-6,4.447e-7,1.749,20.185,0.022,20.287,0.036,102760453,128,196608,0.997,0.997,3.063e-5,6.613e-7,2.788e-5,9.921e-7,2.039,19.752,0.040,19.863,0.065,35651649,128,196608,0.996,0.996,4.562e-5,1.836e-6,4.118e-5,2.661e-6,2.138,0.002,6.127,17.031,16.310,12.584,19.88,0.105,0.209,NaN,18.693014,0.053171	
PSO J142952.167+544717.450,173742174671726300,2382,62,0.871538371659385,404226048,48,217.4673638,54.7881807,0.001,0.001,56083.05778935,-999.000,-999,4,0,0,0,24.840,0.958,-999.000,-999.000,35651585,4,0,0.999,0.999,4.206e-7,4.029e-7,-999.000,-999.000,-999.000,-999.000,3.626,-999.000,-999.000,35651585,4,0,0.998,0.998,-1.191e-7,4.318e-7,-999.000,-999.000,-999.000,23.714,0.333,-999.000,-999.000,35651585,4,0,0.998,0.998,1.187e-6,3.955e-7,-999.000,-999.000,-999.000,21.839,0.131,21.747,0.154,35651585,0,0,0.998,0.998,6.674e-6,8.749e-7,7.268e-6,1.122e-6,1.940,20.863,0.145,20.735,0.182,35651585,0,0,0.996,0.996,1.640e-5,2.384e-6,1.844e-5,3.359e-6,1.921,0.004,6.21,17.026,17.155,12.657,NaN,0.080,0.323,NaN,NaN,NaN
PSO J160253.981+422824.897,158962407248498959,2202,60,0.628939587277304,436527104,52,240.7249234,42.4735825,0.017,0.018,55805.31313657,0.567,-999,3,24,1,1,-999.000,1.645,-999.000,-999.000,35651585,4,196608,0.999,0.999,-1.799e-7,2.959e-7,-999.000,-999.000,-999.000,25.186,0.797,-999.000,-999.000,35651585,4,196608,0.998,0.998,3.060e-7,2.438e-7,-999.000,-999.000,-999.000,22.871,0.120,22.682,0.155,35651585,0,196608,0.998,0.998,2.581e-6,3.096e-7,3.071e-6,4.749e-7,2.282,20.147,0.024,20.215,0.039,102760453,128,196608,0.998,0.998,3.170e-5,7.604e-7,2.978e-5,1.166e-6,2.158,19.860,0.048,19.920,0.070,35651649,128,196608,0.997,0.997,4.129e-5,1.987e-6,3.910e-5,2.728e-6,1.926,8.579e-4,6.07,16.051,15.122,12.370,NaN,0.045,0.060,0.256,18.818480,0.117883
PSO J162331.816+311200.542,145442458825360756,1984,75,0.570620948980209,436527104,52,245.8825675,31.2001506,0.048,0.082,55991.47284722,1.232,-999,4,12,1,1,-999.000,5.877,-999.000,-999.000,186646529,655364,196608,0.987,0.987,-5.495e-8,3.229e-7,-999.000,-999.000,-999.000,25.205,1.127,-999.000,-999.000,186646529,655364,196608,0.995,0.995,3.007e-7,3.389e-7,-999.000,-999.000,-999.000,23.324,0.241,-999.000,-999.000,186646529,655364,196608,0.995,0.995,1.700e-6,4.101e-7,-999.000,-999.000,-999.000,20.084,0.037,20.219,0.059,262144069,524416,196608,0.998,0.998,3.359e-5,1.241e-6,2.967e-5,1.755e-6,2.263,20.298,0.096,20.820,0.184,195035141,655360,196608,0.997,0.997,2.759e-5,2.659e-6,1.706e-5,3.145e-6,1.881,2.891e-4,6.22,16.523,15.663,12.551,19.78,0.065,0.104,NaN,19.156801,0.111320
PSO J010013.024+280225.956,141640150542609209,1933,1,0.702492462194052,235200512,28,15.0542672,28.0405434,0.005,0.005,56258.02488426,0.845,-999,6,40,0,1,-999.000,0.376,-999.000,-999.000,35651585,532484,0,0.980,0.980,-7.843e-7,2.950e-7,-999.000,-999.000,-999.000,25.579,1.746,-999.000,-999.000,186646529,655364,131072,0.978,0.978,2.130e-7,3.720e-7,-999.000,-999.000,-999.000,20.913,0.030,21.114,0.057,262144069,524416,0,0.998,0.998,1.566e-5,4.739e-7,1.301e-5,7.391e-7,1.936,18.706,0.009,18.790,0.016,262144069,524416,0,0.998,0.998,1.195e-4,1.100e-6,1.107e-4,1.798e-6,2.419,17.695,0.008,17.811,0.014,262144069,524416,0,0.997,0.997,3.033e-4,2.391e-6,2.728e-4,3.725e-6,2.643,0.001,6.30,14.461,13.638,11.716,18,0.028,0.034,0.211,16.695020,0.022638
PSO J114803.287+070208.299,116441770137723242,1456,77,0.912959389307498,436363264,52,177.0136980,7.0356387,0.068,0.011,56015.28809028,0.542,-999,2,6,1,0,-999.000,1.508,-999.000,-999.000,35651585,4,196608,1.000,1.000,-2.441e-7,3.680e-7,-999.000,-999.000,-999.000,24.880,1.152,-999.000,-999.000,35651585,4,196608,0.999,0.999,4.055e-7,4.674e-7,-999.000,-999.000,-999.000,23.312,0.243,-999.000,-999.000,35651585,4,196608,0.998,0.998,1.719e-6,4.174e-7,-999.000,-999.000,-999.000,20.994,0.065,21.315,0.108,35651585,0,196608,0.997,0.997,1.453e-5,9.492e-7,1.082e-5,1.173e-6,1.914,20.425,0.104,20.764,0.175,35651585,0,196608,0.997,0.997,2.455e-5,2.551e-6,1.796e-5,3.138e-6,1.828,0.002,6.339,16.388,15.48,12.086,20.45,0.080,0.127,NaN,19.360973,0.113388
PSO J160937.273+304147.786,144832424053786526,1983,63,0.0390265854439014,436363264,52,242.4053053,30.6966075,0.179,0.134,56432.48219907,2.170,-999,2,4,1,0,26.277,2.488,-999.000,-999.000,35651585,4,196608,0.999,0.999,1.120e-7,2.788e-7,-999.000,-999.000,-999.000,-999.000,2.317,-999.000,-999.000,35651585,4,196608,0.998,0.998,-9.977e-8,2.312e-7,-999.000,-999.000,-999.000,23.635,0.253,-999.000,-999.000,35651585,4,196608,0.998,0.998,1.277e-6,3.232e-7,-999.000,-999.000,-999.000,21.024,0.062,21.239,0.099,35651585,0,196608,0.999,0.999,1.413e-5,8.725e-7,1.159e-5,1.149e-6,2.205,20.463,0.083,20.618,0.126,35651585,0,196608,0.998,0.998,2.370e-5,1.975e-6,2.055e-5,2.592e-6,1.950,1.063e-4,6.16,17.518,17.080,12.462,20.33,0.142,0.349,NaN,19.678260,0.151657
PSO J231038.892+185519.922,130703476620867134,1761,74,0.36742661927587,436527104,52,347.6620524,18.9222006,0.015,0.013,55997.62378472,0.827,-999,3,26,1,1,25.209,1.155,-999.000,-999.000,35651585,4,196608,1.000,1.000,2.995e-7,3.460e-7,-999.000,-999.000,-999.000,24.465,0.543,-999.000,-999.000,35651585,4,196608,0.999,0.999,5.942e-7,3.229e-7,-999.000,-999.000,-999.000,21.816,0.073,21.798,0.127,35651585,0,196608,0.998,0.998,6.818e-6,4.999e-7,6.933e-6,8.770e-7,2.512,19.738,0.027,19.893,0.042,102760453,128,196608,0.999,0.999,4.623e-5,1.244e-6,4.008e-5,1.679e-6,1.953,19.155,0.025,19.220,0.037,102760453,128,196608,0.998,0.998,7.904e-5,1.964e-6,7.446e-5,2.721e-6,2.056,0.004,6.003,15.797,15.415,12.272,19.23,0.045,0.118,0.441,17.941610,0.048748
PSO J003836.101-152723.526,89450096504262525,968,11,0.269709452306581,1375809536,164,9.6504231,-15.4565352,0.195,0.195,56631.23060185,-999.000,-999,1,1,1,0,-999.000,1.226,-999.000,-999.000,35651585,4,196608,0.998,0.998,-2.934e-7,3.597e-7,-999.000,-999.000,-999.000,25.153,1.074,-999.000,-999.000,35651585,4,196608,0.999,0.999,3.154e-7,3.387e-7,-999.000,-999.000,-999.000,26.226,3.224,-999.000,-999.000,35651585,4,196608,0.996,0.996,1.174e-7,3.784e-7,-999.000,-999.000,-999.000,24.157,0.952,-999.000,-999.000,35651585,4,196608,0.996,0.996,7.891e-7,7.509e-7,-999.000,-999.000,-999.000,20.630,0.099,20.889,0.156,35651585,0,196608,0.996,0.996,2.033e-5,2.022e-6,1.601e-5,2.491e-6,1.780,7.667e-4,7.02,16.804,16.076,12.307,NaN,0.102,0.213,NaN,NaN,NaN
