ra,dec,W1-W2,W2-W3,z-y,y-W1,y-W2,y-J,J-W1,J-W2
222.61696668686022,-7.1861367174068205,0.8200000000000003,2.7750000000000004,1.7262001037597017,7.501599380493197,8.321599380493197,4.125099380493197,3.3765,4.1965
220.86872373712998,-6.820093548539704,0.4479999999999986,2.67,1.5402984619140945,5.194300720214802,5.6423007202148,1.7066007202148015,3.4877000000000002,3.935699999999999
184.44175193529992,-4.583902633478352,1.2040000000000024,3.3359999999999985,2.397998809814503,4.100700454711895,5.304700454711897,2.1745004547118967,1.926199999999998,3.1302000000000003
190.4173307300047,-4.396750981253583,0.6210000000000004,3.9800000000000004,1.5620994567870987,4.7830002288818,5.4040002288818005,2.553600228881802,2.2293999999999983,2.8503999999999987
209.320277095636,-4.934011012713512,0.3879999999999981,4.228,1.7787990570068004,4.050500015258802,4.4385000152588,2.2271000152587987,1.823400000000003,2.211400000000001
162.99101323736,-5.434918059052798,0.6340000000000003,3.974,1.5457992553710938,3.811200317382802,4.4452003173828025,2.016700317382803,1.7944999999999993,2.4284999999999997
166.5271896104019,-8.302915691958557,0.7199999999999989,3.5489999999999995,1.7068004608154013,3.956599243164103,4.676599243164102,2.4667992431641004,1.4898000000000025,2.2098000000000013
167.63321004200546,-9.66977063945415,0.9829999999999988,3.2720000000000002,1.6252994537354013,3.667800201416,4.650800201415999,2.3675002014159965,1.3003000000000036,2.2833000000000023
168.51101895870582,-7.302229462081972,1.0329999999999977,3.769000000000002,1.5361995697022053,3.4398994903563995,4.472899490356397,2.5632994903563997,0.8765999999999998,1.9095999999999975
175.8773967132061,-5.178950765296335,0.8979999999999997,3.923,1.7504005432128018,3.8811003723144992,4.779100372314499,1.9612003723145008,1.9198999999999984,2.817899999999998
171.6028689123161,-6.624135341923117,1.1220000000000017,3.1090000000000018,1.8195991516112997,3.515200927734398,4.6372009277343995,2.553500927734401,0.9616999999999969,2.0836999999999986
176.43644055465177,-8.813248937549801,0.352999999999998,4.220999999999998,1.7199001312255007,4.813400024414104,5.166400024414102,2.126400024414103,2.687000000000001,3.039999999999999
177.93390672839647,-5.121994876222766,0.847999999999999,4.120999999999999,1.9965000152587997,3.2649995727539007,4.1129995727539,1.5639995727538967,1.701000000000004,2.549000000000003
178.07516705976985,-6.4041457375795074,0.3410000000000011,4.330999999999998,1.5678997039793998,4.346500900268602,4.687500900268603,1.7389009002686002,2.6076000000000015,2.9486000000000026
173.6466897681207,-6.670280650487287,0.5720000000000027,4.250999999999998,1.6962013244629013,3.879199371337897,4.4511993713379,1.9776993713378985,1.9014999999999986,2.4735000000000014
174.64162121290218,-5.467237869852573,0.3249999999999993,4.43,1.7752990722655966,3.5571008911133006,3.8821008911133,1.5992008911132984,1.9579000000000022,2.2829000000000015
170.89962338659177,-8.405367900335827,0.875,4.058000000000003,3.0193996429443004,3.3850004730224974,4.260000473022497,2.2047004730224984,1.180299999999999,2.055299999999999
187.60416575968898,-6.26562711285484,0.6659999999999968,3.860000000000001,1.6691989898682031,3.8805005493164018,4.546500549316399,2.021900549316399,1.8586000000000027,2.5245999999999995
185.65587718476226,-9.94237049957398,0.9719999999999978,4.081000000000003,2.798398971557603,7.716800781250001,8.688800781249999,6.574900781250001,1.1418999999999997,2.1138999999999974
181.19373815299716,-9.375939707753677,0.927999999999999,4.482000000000001,1.9142990112304012,3.6100003356933996,4.538000335693399,0.9568003356933978,2.653200000000002,3.581200000000001
199.8825318595702,-9.959895332446877,0.892000000000003,4.0169999999999995,2.349298477172802,3.8551006011962983,4.747100601196301,1.3231006011962982,2.532,3.424000000000003
191.023550946309,-7.6979879554374016,0.4220000000000006,3.8230000000000004,1.7332000732421982,4.518799987792999,4.940799987793,2.356399987793001,2.162399999999998,2.5843999999999987
190.82601724921247,-6.069525046747164,1.0589999999999975,3.9570000000000025,1.6940994262695988,3.679300872802699,4.7383008728026965,1.972400872802698,1.706900000000001,2.7658999999999985
196.27844134650127,-6.866057013957406,0.532,4.123000000000001,1.7148990631103018,4.282600769043,4.814600769043,2.0285007690429993,2.254100000000001,2.786100000000001
208.20507677715582,-9.372948002379127,0.8760000000000012,4.59,1.574399948120103,3.4140992584228975,4.290099258422899,1.6621992584228984,1.7518999999999991,2.6279000000000003
203.86468913576888,-5.8477529466118385,1.1509999999999998,4.021000000000003,1.9535999298094993,3.3328994750976975,4.483899475097697,2.3040994750977006,1.0287999999999968,2.1797999999999966
203.38858351868853,-6.8995735193763075,0.4579999999999984,4.304,2.040800094604503,3.921300048828101,4.3793000488280995,2.2395000488280985,1.6818000000000026,2.139800000000001
204.8163027117241,-8.850259006789402,1.0719999999999992,3.539999999999999,1.7060012817381995,3.5900991210938002,4.662099121093799,2.438599121093798,1.1515000000000022,2.2235000000000014
200.68825926875562,-9.926840012327652,0.39699999999999847,4.005000000000001,1.7626991271973012,4.0436002960205,4.440600296020499,1.3491002960205023,2.694499999999998,3.0914999999999964
207.74499419679057,-9.503263700658213,0.809000000000001,4.170999999999998,1.9020004272461044,4.064799575805697,4.873799575805698,1.9967995758056958,2.0680000000000014,2.8770000000000024
214.85540463634555,-6.377252284410421,0.7210000000000001,4.291999999999998,1.9134006500243963,3.608899124145502,4.329899124145502,1.8416991241454994,1.7672000000000025,2.4882000000000026
215.67174046549485,-7.711715936642733,0.35600000000000165,4.573999999999998,2.6033000946044993,3.9985994873046984,4.3545994873047,1.8596994873046988,2.1388999999999996,2.4949000000000012
217.3524364283828,-8.044186529888739,0.7579999999999991,4.294999999999998,1.5517005920410938,3.4056995697021044,4.1636995697021035,2.143099569702102,1.2626000000000026,2.0206000000000017
217.04397939379382,-7.556853455762801,0.46300000000000097,3.834999999999999,2.0475997924803977,4.439599807739299,4.9025998077393,1.6937998077392997,2.745799999999999,3.2088
213.8132187883416,-5.9916361461013725,0.5809999999999995,4.285,1.6417007446288956,3.7808000030518016,4.361800003051801,2.1734000030517997,1.607400000000002,2.1884000000000015
218.2521718967057,-7.191302577664709,0.7700000000000014,3.1729999999999983,2.572099685669002,5.456199768066394,6.226199768066396,1.7044997680663947,3.7516999999999996,4.521700000000001
219.99293735142257,-5.472696886524234,0.9689999999999976,3.1190000000000015,1.7614994049072017,3.5376004638672,4.506600463867198,1.9138004638671973,1.6238000000000028,2.5928000000000004
150.41169462733342,-0.6709697664149961,0.6850000000000023,4.390999999999998,4.198999404907198,3.3431999206542997,4.028199920654302,1.1907999206542996,2.1524,2.8374000000000024
156.41322288553368,-0.6076042911810757,0.4510000000000005,4.6370000000000005,2.139900207519503,4.382699615478497,4.833699615478498,1.2091996154784965,3.1735000000000007,3.624500000000001
157.23314209872214,-6.5409368018449845,0.5459999999999994,4.050000000000001,2.2511997222900995,3.9065005340575993,4.452500534057599,2.2311005340575996,1.6753999999999998,2.221399999999999
151.05945014970825,-8.520114568298013,0.5539999999999985,4.226000000000003,3.393400192260799,4.361799758911101,4.915799758911099,1.7166997589111013,2.6450999999999993,3.199099999999998
156.42548474696562,-8.607048612564201,1.0509999999999984,3.817000000000002,1.564399719238299,3.3719006652831993,4.422900665283198,1.9874006652832001,1.3844999999999992,2.4354999999999976
146.61056603882338,-4.919069089335895,0.5300000000000011,3.7989999999999995,1.8503990173339986,3.8219007110596017,4.351900711059603,1.7239007110596027,2.097999999999999,2.628
146.93925591330583,-3.1652474192208206,1.0790000000000006,4.0169999999999995,1.5198001861572052,3.695800430297897,4.774800430297898,1.3993004302978989,2.296499999999998,3.375499999999999
141.43263767646516,-4.874354360127653,0.7520000000000007,2.619999999999999,1.9968013763426988,5.2783992004395,6.030399200439501,1.9012992004394995,3.3771000000000004,4.129100000000001
141.23242057598043,-3.187239588172335,0.46799999999999997,4.783000000000001,1.7065982818604013,4.103700836181602,4.571700836181602,1.539300836181603,2.564399999999999,3.032399999999999
147.99642561631697,-3.1144528846935864,0.472999999999999,4.632,2.5331001281737997,3.5430993652344007,4.0160993652344,0.6348993652343999,2.908200000000001,3.3811999999999998
148.76872870199702,-2.3011658324056365,0.31599999999999895,3.7110000000000003,2.5976009368895987,4.571499511718802,4.887499511718801,1.9306995117187995,2.6408000000000023,2.956800000000001
145.6690486333968,-8.877362564838908,0.7020000000000017,3.5169999999999995,1.5156002044678019,5.638699722289999,6.340699722290001,4.69489972229,0.9437999999999995,1.6458000000000013
140.5817427610779,-8.811076654870352,0.495000000000001,4.1690000000000005,2.0667991638184056,3.6356007385253974,4.130600738525398,1.0122007385253973,2.6234,3.118400000000001
